url,title,date,content,archive_url
http://fc.ogurayui.net/s/n59/news/detail/10010?ima=0043,小倉唯,2017/11/25,2017/11/25 Topics ファンクラブ名＆事前登録特典が決定！ 本日のLINE LIVEにて発表となったファンクラブ名＆事前登録特典をお知らせいたします！ みなさんからたくさんのご応募をいただいたファンクラブ名は 「ゆいゆい＊カンパニー」に決定しました！ さらに、事前登録をしていただいた方で1月31日までに本入会をしてくださった方には 事前入会特典として「カワウソくんパスケース」をプレゼントしちゃいます。 事前登録は、12月23日23:59まで！ まだ間に合いますので、ゲットしたい方は今のうちにぜひご登録ください！！ Back to Top,https://web.archive.org/web/20180122031724/http://fc.ogurayui.net/s/n59/news/detail/10010?ima=0043
http://fc.ogurayui.net/s/n59/news/detail/10027,小倉唯,2017/12/23,2017/12/23 Topics この後12月24日0時にファンクラブ『ゆいゆい＊カンパニー』が本オープン！ いよいよ23:30よりLINE LIVE！ そしてその後、12月24日0時にファンクラブ『ゆいゆい＊カンパニー』が本オープンいたします。 ファンクラブサイトもリニューアルし、会員限定エリアが登場！ お楽しみに！ ※事前登録をされている方も、ご利用頂くためには決済をしていただく必要がございます。 登録方法につきましては、オープン後にサイト内Member's Newsをご確認ください。 Back to Top,https://web.archive.org/web/20180203161413/http://fc.ogurayui.net/s/n59/news/detail/10027
http://fc.ogurayui.net:80/s/n59/news/detail/10001,小倉唯,2017/10/09,"2017/10/9 Topics 小倉 唯オフィシャルファンクラブ 12月オープン決定！ ついに小倉 唯オフィシャルファンクラブのオープンが決定しました！ 12月オープンを予定していますので、お楽しみに！ ≪年会費≫ 5,400円（税込） ※オープン後の料金となります。事前登録期間には料金は発生いたしません。 ≪ファンクラブ会員特典≫ ・会員証・会報誌の発行 ・会員限定イベント・グッズ ・会員専用サイトの閲覧 ・グリーティングカード ・バースデーメール さらに事前登録をしてくれた方には限定特典も！！ 詳細は順次サイト上でお知らせいたします。 ※サービスの内容は現時点で予定しているものであり、変更となる場合もございます。 Back to Top",https://web.archive.org/web/20171011062305/http://fc.ogurayui.net:80/s/n59/news/detail/10001?
http://fc.ogurayui.net:80/s/n59/news/detail/10010,小倉唯,2017/11/25,2017/11/25 Topics ファンクラブ名＆事前登録特典が決定！ 本日のLINE LIVEにて発表となったファンクラブ名＆事前登録特典をお知らせいたします！ みなさんからたくさんのご応募をいただいたファンクラブ名は 「ゆいゆい＊カンパニー」に決定しました！ さらに、事前登録をしていただいた方で1月31日までに本入会をしてくださった方には 事前入会特典として「カワウソくんパスケース」をプレゼントしちゃいます。 事前登録は、12月23日23:59まで！ まだ間に合いますので、ゲットしたい方は今のうちにぜひご登録ください！！ Back to Top,https://web.archive.org/web/20171225163813/http://fc.ogurayui.net:80/s/n59/news/detail/10010?
http://fc.ogurayui.net:80/s/n59/news/detail/10028,小倉唯,2017/12/24,2017/12/24 Topics 小倉唯オフィシャルファンクラブ『ゆいゆい＊カンパニー』ついにオープン！ 本日12月24日(日)、ついに小倉唯オフィシャルファンクラブ『ゆいゆい＊カンパニー』がオープンしました！ 『ゆいゆい＊カンパニー』では、ここでしか見ることのできないコメント動画や、 オフショット、セルフショット、お誕生日に届くバースデーメールなど、 みなさんに楽しんでもらえるようなコンテンツをご用意！ そして本日、本オープンを記念して、小倉 唯社長より、社員のみなさんにコメントが届いております！ ぜひチェックしてみてくださいね。 『ゆいゆい＊カンパニー』では、最新情報をMember's Newsとメルマガで配信いたします！ お誕生日に届く、バースデーメールの設定もお忘れなく♪ これから『ゆいゆい＊カンパニー』と小倉 唯社長をどうぞよろしくお願いいたします！ 社員全員で『ゆいゆい＊カンパニー』を盛り上げていきましょう♪ <決済方法についてのご案内> 『ゆいゆい＊カンパニー』をお楽しみいただくには、入会手続きが必要です。 新規登録の方、事前登録済みの方、それぞれ手順が異なりますので 下記より登録手順をご確認ください。 【新規登録の方】 ①TOPページの「入会」から「会員登録はこちら！」へお進みください。 ＊会員登録はこちら！＊ ②プロフィールの入力をお願いいたします。 ③決済方法(クレジットカード/Pay-easy)を選択し、お手続きをお願いいたします。 ④登録完了!! 【事前登録済みの方】 入会、会員登録はお済みですので下記の手順にて本登録を進めてください。 ①マイページへお進みください。 ＊マイページはこちら！＊ ※ログインされていない方はログインをお願いいたします。 ※ログインには、事前登録済みのメールアドレス・パスワードをご入力ください。 ②マイページ内の「決済方法の選択」へお進みください。 決済方法(クレジットカード/Pay-easy)を選択し、お手続きをお願いいたします。 ③登録完了!! Back to Top,https://web.archive.org/web/20171226041517/http://fc.ogurayui.net:80/s/n59/news/detail/10028?
https://fc.ogurayui.net/s/n59/news/detail/10029?ima=5605,小倉唯,2017/12/24,"2017/12/24 Release 8th Single発売決定！ 小倉 唯の8th Singleが2018年3月14日(水)に発売決定！！ 表題曲は作曲：俊龍、作詞：大森祥子の楽曲となります。 さらに、自身初となる作詞曲を含む全3曲入りのシングルとなります。 また、期間限定盤のDVDには10月9日に開催したライブ「Smiley Cherry」の昼公演から2曲を収録！ <期間限定盤> 品番：KICM-91834 定価：¥1,800＋税 ★期間限定盤特典★ ・MUSIC VIDEO＋MAKING ・LIVE「Smiley Cherry」から「Happy Strawberry」「Tinkling Smile」 収録のDVD付き <通常盤> 品番：KICM-1834 定価：¥1,200＋税 Back to Top",https://web.archive.org/web/20180301151554/https://fc.ogurayui.net/s/n59/news/detail/10029?ima=5605
https://fc.ogurayui.net/s/n59/news/detail/10036?ima=5725,小倉唯,2018/01/06,2018/1/6 Media プリキュア新シリーズ「ＨＵＧっと！プリキュア」キュアエトワール役の担当が決定！！ 2018年2月4日よりスタートするプリキュア新シリーズ「ＨＵＧっと！プリキュア(はぐっと！プリキュア)」で、「輝木ほまれ／キュアエトワール役」を担当することが決定いたしました！ また、エンディング主題歌「ＨＵＧっと！未来☆ドリーマー」もキュアエトワールとして参加いたします。 「ＨＵＧっと！プリキュア」公式サイトではコメントも公開していますので、ぜひチェックしてください！！ http://www.toei-anim.co.jp/tv/hugtto_precure/ Back to Top,https://web.archive.org/web/20180228195014/https://fc.ogurayui.net/s/n59/news/detail/10036?ima=5725
https://fc.ogurayui.net/s/n59/news/detail/10140?ima=1538,小倉唯,2018/09/13,2018/9/13 Release 小倉 唯 LIVE「Cherry×Airline」より「Tomorrow」公開！ 9月12日(水)に発売したばかりの、Blu-ray＆DVD「Cherry×Airline」より、「Tomorrow」の動画を公開しました！ 【小倉 唯「Tomorrow」(LIVE TOUR「Platinum Airline☆」～Tomorrow Town～ ver.)】 Back to Top,https://web.archive.org/web/20190720155753/https://fc.ogurayui.net/s/n59/news/detail/10140?ima=1538
https://fc.ogurayui.net/s/n59/news/detail/10148?ima=2158,小倉唯,2018/10/22,2018/10/22 Topics BSフジ「Animelo Summer Live 2018“OK!” Stand by…SELECTION!!!」放送情報 小倉 唯が出演した「Animelo Summer Live 2018“OK!” 」DAY3が、BSフジにて放送決定！ <放送情報> 【番組名】「Animelo Summer Live 2018“OK!” Stand by…SELECTION!!!」 【放送日時】12月21日(金) 23:00～24:55 【放送局】BSフジ （http://www.bsfuji.tv/anisama/index.html） Back to Top,https://web.archive.org/web/20190718010343/https://fc.ogurayui.net/s/n59/news/detail/10148?ima=2158
https://fc.ogurayui.net/s/n59/news/detail/10162?ima=3951,小倉唯,2019/01/11,2019/1/11 Topics 「ゆいゆい＊カンパニー社員総会 ～Xmasイブ×3♪～」グッズ FC会員限定通信販売決定！ 「ゆいゆい＊カンパニー社員総会 ～Xmasイブ×3♪～」にて販売されましたグッズの通信販売をFC会員限定で行います。 ぜひ、この機会にお買い求めください。 受付期間： 1月17日(木) 17:00～1月23日(水) 23:59まで ※お申込みページへは受付開始時間になりましたらTOPページのバナーからアクセス可能となります。 注意事項： ・商品の購入はファンクラブサイト内専用ページから、Sony Music Shopに遷移しての販売となります。 ・Sony Music Shopでのユーザー登録（登録無料）が必要になりますので、予めご了承ください。 ・取扱い商品や発送時期などの詳細はお申し込みページにてご確認ください。 ・「アクリルペンライト」「キャップ」「COMPANY*GOODS -社章ピンズ＆名刺-」「会場限定アクリルチャーム」の取り扱いはございません。 ・一部商品につきましては、確保数に達し次第、受付期間中であっても受付も終了致します。予めご了承ください。 ・受付期間内に新規でご入会された方もご購入可能となります。 ・受付時、有効会員の方のみ販売対象となりますので、ご注意ください。 Back to Top,https://web.archive.org/web/20190720161135/https://fc.ogurayui.net/s/n59/news/detail/10162?ima=3951
https://fc.ogurayui.net/s/n59/news/detail/10162?ima=4221,小倉唯,2019/01/11,2019/1/11 Topics 「ゆいゆい＊カンパニー社員総会 ～Xmasイブ×3♪～」グッズ FC会員限定通信販売決定！ 「ゆいゆい＊カンパニー社員総会 ～Xmasイブ×3♪～」にて販売されましたグッズの通信販売をFC会員限定で行います。 ぜひ、この機会にお買い求めください。 受付期間： 1月17日(木) 17:00～1月23日(水) 23:59まで ※お申込みページへは受付開始時間になりましたらTOPページのバナーからアクセス可能となります。 注意事項： ・商品の購入はファンクラブサイト内専用ページから、Sony Music Shopに遷移しての販売となります。 ・Sony Music Shopでのユーザー登録（登録無料）が必要になりますので、予めご了承ください。 ・取扱い商品や発送時期などの詳細はお申し込みページにてご確認ください。 ・「アクリルペンライト」「キャップ」「COMPANY*GOODS -社章ピンズ＆名刺-」「会場限定アクリルチャーム」の取り扱いはございません。 ・一部商品につきましては、確保数に達し次第、受付期間中であっても受付も終了致します。予めご了承ください。 ・受付期間内に新規でご入会された方もご購入可能となります。 ・受付時、有効会員の方のみ販売対象となりますので、ご注意ください。 Back to Top,https://web.archive.org/web/20190717041723/https://fc.ogurayui.net/s/n59/news/detail/10162?ima=4221
https://fc.ogurayui.net/s/n59/news/detail/10163?ima=5352,小倉唯,2019/01/11,2019/1/11 Topics 「ゆいゆい＊カンパニー社員総会 ～Xmasイブ×3♪～」グッズ FC会員限定通信販売決定！ 「ゆいゆい＊カンパニー社員総会 ～Xmasイブ×3♪～」にて販売されましたグッズの通信販売をFC会員限定で行います。 ぜひ、この機会にお買い求めください。 受付期間： 1月17日(木) 17:00～1月23日(水) 23:59まで ※お申込みページへは受付開始時間になりましたらTOPページのバナーからアクセス可能となります。 注意事項： ・商品の購入はファンクラブサイト内専用ページから、Sony Music Shopに遷移しての販売となります。 ・Sony Music Shopでのユーザー登録（登録無料）が必要になりますので、予めご了承ください。 ・取扱い商品や発送時期などの詳細はお申し込みページにてご確認ください。 ・「アクリルペンライト」「キャップ」「COMPANY*GOODS -社章ピンズ＆名刺-」「会場限定アクリルチャーム」の取り扱いはございません。 ・一部商品につきましては、確保数に達し次第、受付期間中であっても受付も終了致します。予めご了承ください。 ・受付期間内に新規でご入会された方もご購入可能となります。 ・受付時、有効会員の方のみ販売対象となりますので、ご注意ください。 Back to Top,https://web.archive.org/web/20190724003407/https://fc.ogurayui.net/s/n59/news/detail/10163?ima=5352
https://fc.ogurayui.net/s/n59/news/detail/10164?ima=0823,小倉唯,2019/01/17,"2019/1/17 Topics “小倉 唯 LIVE TOUR 2019 「Step Apple」”ファンクラブ最速チケット先行受付スタート！ 小倉 唯 LIVE TOUR 2019 「Step Apple」のゆいゆい＊カンパニー最速チケット先行受付がスタートしました！ 【日程・会場】 4月6日(土) 大阪・オリックス劇場 4月7日(日) 滋賀・滋賀県立芸術劇場びわ湖ホール 大ホール 4月14日(日) 愛知・一宮市民会館 4月21日(日) 新潟・新潟テルサ 4月28日(日) 宮城・仙台サンプラザホール 5月3日(金) 千葉・幕張メッセ イベントホール 5月4日(土) 千葉・幕張メッセ イベントホール 枚数制限：お一人様2枚まで 席種・料金：指定席 ￥7,300(税込) ※未就学児童入場不可 【ファンクラブ会員限定最速チケット先行】 受付期間：2019年1月17日(木)12:00(正午)〜2019年1月28日(月)23:59 当落発表：2019年2月1日(金)13:00 ＊申込みはこちら＊ Back to Top",https://web.archive.org/web/20190720154705/https://fc.ogurayui.net/s/n59/news/detail/10164?ima=0823
https://fc.ogurayui.net/s/n59/news/detail/10164?ima=4221,小倉唯,2019/01/17,"2019/1/17 Topics “小倉 唯 LIVE TOUR 2019 「Step Apple」”ファンクラブ最速チケット先行受付スタート！ 小倉 唯 LIVE TOUR 2019 「Step Apple」のゆいゆい＊カンパニー最速チケット先行受付がスタートしました！ 【日程・会場】 4月6日(土) 大阪・オリックス劇場 4月7日(日) 滋賀・滋賀県立芸術劇場びわ湖ホール 大ホール 4月14日(日) 愛知・一宮市民会館 4月21日(日) 新潟・新潟テルサ 4月28日(日) 宮城・仙台サンプラザホール 5月3日(金) 千葉・幕張メッセ イベントホール 5月4日(土) 千葉・幕張メッセ イベントホール 枚数制限：お一人様2枚まで 席種・料金：指定席 ￥7,300(税込) ※未就学児童入場不可 【ファンクラブ会員限定最速チケット先行】 受付期間：2019年1月17日(木)12:00(正午)〜2019年1月28日(月)23:59 当落発表：2019年2月1日(金)13:00 ＊申込みはこちら＊ Back to Top",https://web.archive.org/web/20190717052104/https://fc.ogurayui.net/s/n59/news/detail/10164?ima=4221
https://fc.ogurayui.net/s/n59/news/detail/10164?ima=5352,小倉唯,2019/01/17,"2019/1/17 Topics “小倉 唯 LIVE TOUR 2019 「Step Apple」”ファンクラブ最速チケット先行受付スタート！ 小倉 唯 LIVE TOUR 2019 「Step Apple」のゆいゆい＊カンパニー最速チケット先行受付がスタートしました！ 【日程・会場】 4月6日(土) 大阪・オリックス劇場 4月7日(日) 滋賀・滋賀県立芸術劇場びわ湖ホール 大ホール 4月14日(日) 愛知・一宮市民会館 4月21日(日) 新潟・新潟テルサ 4月28日(日) 宮城・仙台サンプラザホール 5月3日(金) 千葉・幕張メッセ イベントホール 5月4日(土) 千葉・幕張メッセ イベントホール 枚数制限：お一人様2枚まで 席種・料金：指定席 ￥7,300(税込) ※未就学児童入場不可 【ファンクラブ会員限定最速チケット先行】 受付期間：2019年1月17日(木)12:00(正午)〜2019年1月28日(月)23:59 当落発表：2019年2月1日(金)13:00 ＊申込みはこちら＊ Back to Top",https://web.archive.org/web/20190724000053/https://fc.ogurayui.net/s/n59/news/detail/10164?ima=5352
https://fc.ogurayui.net/s/n59/news/detail/10165?ima=5352,小倉唯,2019/01/17,"2019/1/17 Topics “小倉 唯 LIVE TOUR 2019 「Step Apple」”ファンクラブ最速チケット先行受付スタート！ 小倉 唯 LIVE TOUR 2019 「Step Apple」のゆいゆい＊カンパニー最速チケット先行受付がスタートしました！ 【日程・会場】 4月6日(土) 大阪・オリックス劇場 4月7日(日) 滋賀・滋賀県立芸術劇場びわ湖ホール 大ホール 4月14日(日) 愛知・一宮市民会館 4月21日(日) 新潟・新潟テルサ 4月28日(日) 宮城・仙台サンプラザホール 5月3日(金) 千葉・幕張メッセ イベントホール 5月4日(土) 千葉・幕張メッセ イベントホール 枚数制限：お一人様2枚まで 席種・料金：指定席 ￥7,300(税込) ※未就学児童入場不可 【ファンクラブ会員限定最速チケット先行】 受付期間：2019年1月17日(木)12:00(正午)〜2019年1月28日(月)23:59 当落発表：2019年2月1日(金)13:00 ＊申込みはこちら＊ Back to Top",https://web.archive.org/web/20190724002731/https://fc.ogurayui.net/s/n59/news/detail/10165?ima=5352
