url,title,date,content
https://ogurayui-official.com/news/detail/13841,【Yui's＊company.】コンテンツのご紹介,2023-08-15,Yui's＊company.がリニューアルいたしましたので、コンテンツをご紹介します。 ＊社員限定コンテンツのご紹介＊ MOVIE：メイキング映像やコメント動画などを公開 PHOTO：ゆい社長の写真を公開 RADIO：ファンクラブ限定のラジオを公開 YUI'S BLOG：ゆい社長が綴る日記を公開 SHANAIHOU：スタッフからのお知らせやゆい社長の姿をお届け STREAM：不定期で会員限定の生配信を実施（FanStreamアプリ） MAIL&BIRTHDAYMAIL：バースデーメールと、不定期でゆい社長からメールをお届け なお、年額コースにご入社の皆様には、下記特典もお届けする予定です！ ・新規入会特典(会員証) ※お送りする会員証（年額コースの方）とデジタル会員証のデザインは異なります。 ・継続特典 ・グリーティングカード（年1回） ・会報誌（年3回予定） ※今後デジタルになる可能性もございます。 社員の皆様に喜んでいただけるように、今後もファンクラブを充実させていただきますので、どうぞお楽しみに。
https://ogurayui-official.com/news/detail/13842,小倉 唯 BIRTHDAY,2023-08-15[Tue],小倉 唯 HAPPY BIRTHDAY🎂
https://ogurayui-official.com/news/detail/13887,【Yui's＊company.】リニューアル＆新規入会キャンペーン実施！,2023-08-15,リニューアルオープンを記念して、社員限定企画を2つ実施いたします！ 企画① 8月中に年額コースご入社(入会)された方と、移管手続きを完了された方にオリジナル特大ポストカードをプレゼントいたします。 【対象者】 ・2023年8月15日(火)～2023年8月31日(木)23：59までに年額コースに新規ご入社(入会)された方 ・2023年8月15日(火)～2023年8月31日(木)23：59までに移管手続きをされた方(初回ログインをもって移管手続きは完了いたします。) 【発送方法】 ・9月発行の会報誌に同封いたします。 ※9月以降に移管手続きされた方への、後日発送は致しかねます。 ※会報誌についての詳細は後日お知らせいたします。 企画② 社員の方なら1日1回引くことができる、待ち受けくじを実施します。 待ち受けの種類は全3種類！是非、コンプリートを目指してください♪ ※ランダムのため重複する場合がございます。 【実施期間】 ・2023年8月24日(木)12:00～8月31日(木)23:59まで 【対象者】 ・年額コース/月額コースの社員の皆様 ※待ち受けくじの詳細は後日発表いたします。 》 リニューアル前から会員の方の移管手続き（初回ログイン）はこちら 》 新規入会はこちら 引き続き、Yui's＊company.をよろしくお願いいたします。
https://ogurayui-official.com/news/detail/13888,小倉 唯オフィシャルサイト＆ファンクラブリニューアルオープン！,2023-08-15[Tue],小倉 唯オフィシャルサイト＆オフィシャルファンクラブがリニューアルオープンいたしました♪
https://ogurayui-official.com/news/detail/13922,【Yui's＊company.】オフィシャルサイト＆ファンクラブがリニューアルオープンいたしました♪,2023-08-15,いつも小倉 唯への応援をありがとうございます。 本日8月15日(火)より、小倉 唯のオフィシャルサイトならびにファンクラブ「Yui's＊company.」をリニューアルオープンしました！ リニューアルにより、オフィシャルサイトと「Yui's＊company.」が一つにまとまり見やすくなったほか、MOVIEやPHOTO、RADIOなどここでしか見ることができない社員(会員)限定コンテンツや特典など、従来よりもさらにパワーアップしたコンテンツが満載です。 ※リニューアル以前より会員の方は、 【初回ログイン】 をしていただくことで会員ステータスを引継ぐことが可能です。 》 初回ログインはこちら 》 コンテンツのご紹介はこちら 社員の皆様に喜んでいただけるように、今後もファンクラブを充実させていただきますので、どうぞお楽しみに。 皆様のご入社(入会)をお待ちしております！ 》新規入会はこちら リニューアルした、小倉 唯のオフィシャルサイトならびにファンクラブ「Yui's＊company.」をよろしくお願いいたします。
https://ogurayui-official.com/news/detail/13924,【Yui's＊company.】[配信出演情報]8/15 ゆいテン！10時間生配信 DAY１のお知らせ,2023-08-15,本日17時から生配信を実施いたします！ リニューアル前から社員の皆様は 初回ログインを済ませてから 、FanStreamアプリをダウンロードしていただき、 Yui's＊company.にログイン可能なPlus member IDでログインしてお待ちください♪ ※手順を間違えると、番組視聴ができない場合がございます。必ず先に初回ログインをお済ませください。 ※初回ログインについてお問い合わせいただいていも、番組開始までに対応出来かねる場合がございます。余裕を持って初回ログインをお願いいたします。 ＞初回ログインはコチラ ＞FanStreamアプリのダウンロード方法はコチラ ＊生配信番組詳細＊ -DAY1- 2023/8/15(火) 17:00〜 【ゆいテン！10時間生配信①】 〜唯ちゃんお誕生日おめでとう！ ＆祝・新FCサイトオープン編♡〜 唯ちゃんのお誕生日当日に生配信！ お誕生日パーティーは、FC会員様であればどなたでもご視聴できます♡ もちろん、当日FC会員になった社員さんもご参加いただけます！ 新入社員さんのご入社（ご入会）もお待ちしています♪ お誕生日当日のゆい社長を、みんなで一緒にお祝いしましょう！ 更なるパワーアップを遂げた新ゆいこむの応援を、引き続きよろしくお願いいたします。 [時間割] 1時間目 -はじまりの会-（仮）(17:00～17:50) 配信：「YouTube」(どなたでもご覧いただけます)／「FanStream(スマホアプリ)」(FC会員様) 2時間目 -ゆいこむ初出勤-(18:00～18:50) 配信：「FanStream」(FC会員様限定) 3時間目 -ゆい社長のお誕生日パーティー①-(19:00～19:50) 配信：「FanStream」(FC会員様限定) 4時間目 -ゆい社長のお誕生日パーティー②-(20:00～20:50) 配信：「FanStream」(FC会員様限定) 5時間目 -帰りの会-(21:00～22:00) 配信：YouTube(どなたでもご覧いただけます)／「FanStream」(FC会員様) 【配信詳細】 ※「小倉 唯 YouTube OFFICIAL CHANNEL」(どなたでもご覧いただけます)と「FanStream（スマホアプリ）」(FC『Yui’s＊company.』会員様限定)で配信いたします。 ※1時間目、5時間目の「YouTube」と「FanStream」の配信は同じものです。 ※FC会員様は「FanStream」にて“-DAY1-”すべての配信が通して無料でご覧いただけます。 ※時間割の区切りごとに約10分間の休憩が入ります。 ※アーカイブ期間：8/17(木)18:00～8/22(火)23:59まで ※アーカイブは「YouTube(1時間目、5時間目のみ)」「Yui’s＊company.サイト内(“-DAY1-“すべて)」でご覧いただけます。 ※『Yui’s＊company.』リニューアル以前からFC会員の方は、「FanStream」でご視聴いただく前にリニューアルオープン後のFCにて初回ログインをお済ませいただく必要があります。 ＞初回ログインはコチラ もちろん、いまから新規でご入社(入会)いただ方も視聴可能となっております！ ※コンビニ決済は入会完了までに時間がかかりご視聴いただけない場合がございます。責任を負いかねますので、クレジットカード決済・キャリア決済をお勧めします。 ゆい社長のお誕生日を一緒にお祝いしましょう♪
https://ogurayui-official.com/news/detail/13926,【Yui's＊company.】小倉 唯 Memorial LIVE 2023 〜To the 11'Eleven〜開催決定！会員先行チケット受付を実施します！,2023-08-15,小倉 唯 Memorial LIVE 2023 〜To the 11'Eleven〜の開催が決定しました！ 詳細・注意事項よくお読みの上、お申込みください。 ▼タイトル 小倉 唯 Memorial LIVE 2023 〜To the 11'Eleven〜 ▼日程・会場 2023年11月23日(木・祝) パシフィコ横浜 国⽴⼤ホール 〒220-0012 神奈川県横浜市⻄区みなとみらい１丁⽬１１ JR桜⽊町駅より徒歩12分、バスで11分、タクシーで5分 【昼公演】開場 13:00 / 開演 14:00 【夜公演】開場 18:00 / 開演 19:00 ▼料金指定席 指定席 ¥8，800(税込) FC会員限定 ⼥性専⽤エリア席 ¥8，800(税込) ※FC先行は券面にデザインが施された特別仕様のチケットとなります。 ※FC先行受付については、応募者・同行者ともにFC会員のみお申込みいただけます。 ※年額・月額会員いずれの場合でもお申込みいただけます。 ※いまからご入会でも申し込み可能です。 ※女性専用エリア席は、FC会員限定での販売となります。同行者の方も女性に限らせて頂きます。位置の微調整が入る可能性もございますのでご了承ください。 【枚数制限】 お一人様2枚まで 【年齢制限】 未就学児入場不可 ▼公演に関するお問い合わせ キョードー東京 0570-550-799 (平⽇11:00〜18:00 / ⼟⽇祝10:00〜18:00) ▼チケットに関するお問い合わせ 楽天チケット https://ticket.faq.rakuten.net/s/ ▼受付期間 ＜ファンクラブ「Yui's＊company.」会員最速先⾏申込受付期間＞ 受付期間：8月15日(火)22:00 ～ 8月24日(木)23:59 当選発表：8月31日(木)18:00 ⼊⾦期間：8月31日(木)当落発表後～9月3日(⽇) 23:59 【注意事項】 ・新型コロナウイルス感染拡大予防対策として開催予定日の開催ガイドラインに沿った収容人数／開催条件にて開催を予定しております。 ・本公演は不織布マスクをご着用の上【声出しあり】での開催を予定しております。声を出す方、出さない方に関わらず、公演中は必ずマスクの着用をお願いします。公演当日までの情勢によって変更させて頂く場合がございます。ご了承ください。 ・開場・開演時刻は変更になる場合がございます。ご了承ください。 ・未就学児の入場はできません。 ・ご来場される際には必ずマスクをご着用ください。お持ちでないお客様のご入場及び、物販購入はお断りさせて頂きます。 ・ご来場前にこまめな手洗いやアルコール消毒による手指衛生をお願い申し上げます。 ・入場時に手荷物検査を実施させて頂く場合がございます。 ・場内でのカメラ・テープレコーダーによる写真撮影、録音は絶対におやめください。万が一、行為を発見した場合はデータ没収のうえご退場して頂きます。 ・サイリウムについては、改造や長物は禁止とさせて頂きます。常識の範囲内でのご使用をお願いします。 ・アルコール類の持込、及び飲酒しての入場は固くお断りします。 ・当日はライブ収録のため、会場内にカメラが設置される可能性がございますので予めご了承ください。 ・車椅子エリアをご利用のお客様は、チケットがお手元に届きましたら事前にお問い合わせ先までご連絡ください。車椅子スペースは、ステージが見えにくい場合がございます。予めご了承ください。 ・チケットの転売・譲渡の行為は禁止させて頂きます。また転売によるトラブルについては､一切の責任を負いません。 ・本人確認を行う場合がございますので購入者ご本人様であることを証明できる顔写真付の身分証明書を必ずお持ちください。ご本人確認ができない場合や、転売や譲渡等が発覚した場合は退場して頂きます。その場合のチケット代金の払戻・交通費等の負担はしません。 ※運転免許証・パスポート・学生証など(コピー・期限切れ・社員証・taspo不可) ・チケットの紛失・盗難・忘れ等があっても一切の対応はできません。チケットは公演終了まで大切に保管してください。 ・会場周辺での座り込み集会等は、他のお客様のご迷惑となりますので禁止とさせて頂きます。 ・会場周辺での徹夜待機は近隣へのご迷惑となりますので、必ずお控えくださいますようお願いします。 ・会場へのお問い合わせはご遠慮ください。 チケットお申込みはこちら
https://ogurayui-official.com/news/detail/14103,ゆいテン！10時間生配信 DAY１〜お誕生日おめでとう！& 祝・新FCサイトオープン♡〜,2023-08-15[Tue],【時間割】 ・1時間目 -はじまりの会-(17:00～17:50) 配信：「YouTube」(どなたでもご覧いただけます)／「FanStream(スマホアプリ)」(FC会員様) ・2時間目 -ゆいこむ初出勤-(18:00～18:50) 配信：「FanStream」(FC会員様限定) ・3時間目 -ゆい社長のお誕生日パーティー(1)-(19:00～19:50) 配信：「FanStream」(FC会員様限定) ・4時間目 -ゆい社長のお誕生日パーティー(2)-(20:00～20:50) 配信：「FanStream」(FC会員様限定) ・5時間目 -帰りの会-(21:00～22:00) 配信：YouTube(どなたでもご覧いただけます)／「FanStream」(FC会員様) 【配信詳細】 ※「小倉 唯 YouTube OFFICIAL CHANNEL」(どなたでもご覧いただけます)と「FanStream(スマホアプリ)」(FC『Yui's＊company.』会員様限定)で配信いたします。 ※1時間目、5時間目の「YouTube」と「FanStream」の配信は同じものです。 ※FC会員様は「FanStream」にて“-DAY1-”すべての配信が通してご覧いただけます。 ※時間割の区切りごとに約10分間の休憩が入ります。 ※アーカイブ期間： 「YouTube(1時間目、5時間目のみ)」：配信直後～11月末まで 「Yui's＊company.サイト内(“-DAY1-”すべて)」：8/17(木)18:00～8/22(火)23:59まで ※『Yui's＊company.』リニューアル以前からFC会員の方は、「FanStream」でご視聴いただく前にリニューアルオープン後のFCにて初回ログインをお済ませいただく必要があります。
https://ogurayui-official.com/news/detail/14104,ゆいテン！10時間生配信 DAY２～これをやらないと終えられまテン!! 唯ちゃんと過ごす夏休み編♡～,2023-08-30[Wed],【時間割】 ・6時間目 -集会-(17:00～17:50) 配信：「YouTube」(どなたでもご覧いただけます)／「FanStream(スマホアプリ)」「StreamPass(WEBブラウザ)」(チケットご購入者様) ・7時間目 -レクリエーション(1)-(18:00～18:50) 配信：「FanStream」「StreamPass」(チケットご購入者様限定) ・8時間目 -レクリエーション(2)-(19:00～19:50) 配信：「FanStream」「StreamPass」(チケットご購入者様限定) ・9時間目 -ゆい社長と晩御飯-(20:00～20:50) 配信：「FanStream」「StreamPass」(チケットご購入者様限定) ・10時間目 -終わりの会-(21:00～22:00) 配信：「YouTube」(どなたでもご覧いただけます)／「FanStream(スマホアプリ)」「StreamPass(WEBブラウザ)」(チケットご購入者様) ※「小倉 唯 YouTube OFFICIAL CHANNEL」(どなたでもご覧いただけます)と「FanStream(スマホアプリ)」「StreamPass(WEBブラウザ)」(チケットご購入者様限定)で配信いたします。 ※6時間目、10時間目の「YouTube」と「FanStream」「StreamPass」の配信は同じものです。 ※チケットをご購入していただくと「FanStream」「StreamPass」にて“-DAY2-“すべての配信が通してご覧いただけます。 ※時間割の区切りごとに約10分間の休憩が入ります。 ※アーカイブ期間： 「YouTube(6時間目、10時間目のみ)」：9/1(金)～11月末まで 「StreamPass(“-DAY2-”すべて)」：9/1(金)18:00～9/13(火)23:59まで 【チケット代】(※配信の内容はすべて同じです) ■FC特典付きチケット：4500円(税込) ※FC会員様がご購入可能なチケットです。 ※FC会員様だけが手に入れることができるゆい社長の特典付き♡ ≪特典≫ 部屋着ゆい社長アクリルキーホルダー♡ (「小倉 唯 Memorial LIVE 2023～10th Anniversary Assemble!!～」の部屋着衣装) ■FCチケット：3500円(税込) ※FC会員様がご購入可能なチケットです。 ■一般チケット：4000円(税込) ※FCに入会していない方はこちらのチケットをご購入ください。 【チケット購入方法】 販売期間：8/23(水)12:00～9/13(火)18:00 販売方法：StreamPass 配信メディア：FanStream(スマホアプリ)/StreamPass(WEBブラウザ) ※推奨のご視聴方法：StreamPass(WEBブラウザ)でチケットをご購入していただき、FanStream(スマホアプリ)でご視聴ください。 ※アプリでの視聴ができない方やPCでご覧いただいたい方は、StreamPass(WEBブラウザ)にてご視聴いただけます。 ※アーカイブ視聴はStreamPass(WEBブラウザ)からのみとなります。 【購入における注意事項】 ※ご購入の際は、チケット代金とは別にシステム利用料330円がかかります。 ※コンビニ支払いを選択された場合は、別途決済手数料220円(税込)をいただきます。入金後、視聴可能になるまで30分〜1時間ほどかかる場合がありますので、コンビニ支払いの場合は、生配信スタートの3時間前までに入金をお済ませください。 ※なお、コンビニ支払いはセブンイレブンを除き販売前日までしかご選択いただけませんので、ご了承ください。 ■「小倉 唯 YouTube OFFICIAL CHANNEL」は こちら>>> ■Fanplusの配信プラットフォーム「FanStream」(スマホアプリ)は こちら>>> ■チケット販売型ライブ配信プラットフォーム「StreamPass」は こちら>>> ※配信チケットのご購入は「StreamPass」でのご購入となります(配信視聴も可能です)
https://ogurayui-official.com/news/detail/14344,【Yui's＊company.】ブログについてお知らせ,2023-08-15,この度、LINEブログのサービス終了に伴い、ブログを引越し致しました。 過去のLINEブログの記事は、こちらからご覧いただけます。 https://ameblo.jp/ogurayui-archive また、今後は、「YUI’S BLOG」（会員様限定）にてご覧いただけます。 更新を楽しみにしていてください♪
