"ID","Text","Language","Type","Author Name","Author Username","View Count","Reply Count","Retweet Count","Quote Count","Favorite Count","Bookmark Count","Created At","Tweet URL","Source","Hashtags","URLs","Media Type","Media URLs"
"1783695464279548205","東京中日スポーツさんで写真集を取り上げていただきました🤍🤍
大きくてびっくり🥹✨✨

写真も少しみれるのでよかったら見てみてね🩵夏織","ja","Tweet","石原夏織 official","kaori_staff_","37779","11","104","1","490","9","2024-04-26 12:11:52","https://x.com/kaori_staff_/status/1783695464279548205","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","",""
"1783659884841779570","石原夏織、8月6日の誕生日に初の写真集発売 憧れのベトナムで現在撮影中 本紙のリモート取材に応じる：中日スポーツ・東京中日スポーツ https://t.co/5WvrwkHk5I","ja","Quoted","石原夏織 official","kaori_staff_","98208","8","245","16","779","22","2024-04-26 09:50:30","https://x.com/kaori_staff_/status/1783659884841779570","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","https://www.chunichi.co.jp/article/890196","",""
"1783695100675334182","今後の写真集の情報はこちらに更新されます🤍
チェックしてくださいね🫧夏織

https://t.co/1YYJy3IFfF","ja","Reply","石原夏織 official","kaori_staff_","12121","1","62","2","194","15","2024-04-26 12:10:26","https://x.com/kaori_staff_/status/1783695100675334182","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","https://lit.link/kaoriishihara1stphotobook","",""
"1783694816293052857","本日発表になりましたが、初の写真集を宝島社さんから出させていただくことになりました☺️
ベトナムの活気ある街や綺麗な海、アオザイや可愛い水着やお洋服を着て素敵に撮ってもらいました✨
水着はプライベートを含めても数回しか着たことがなかったので、とても貴重な経験でしたよ！！可愛くも大人っぽくも撮っていただきました✨

発売日は誕生日の8/6🫧

皆さんに喜んでいただけるように愛情込めて作りますので、ぜひ楽しみにしててください🩵
そして写真集の撮影中に3rd Album発売のお祝いもしてもらったよ〜🌿嬉しいっ！！！夏織","ja","Tweet","石原夏織 official","kaori_staff_","83743","51","406","7","1695","34","2024-04-26 12:09:18","https://x.com/kaori_staff_/status/1783694816293052857","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","photo","https://pbs.twimg.com/media/GMD0-cGbkAAyXGF.jpg"
"1783692486801813674","❖━━━━━━
#石原夏織 2nd LIVE TOUR 2024
　　　「Calm Magic」
　supported by dアニメストア
　　　　　　　　　━━━━━━❖

✨dアニメストア会員限定／抽選販売開始✨

📅申込受付期間
4/26(金)12:00 ～5/7(火) 23:59

https://t.co/8EFTelkJdY

#Calm_Magic https://t.co/PW9wFR9fWI","ja","Tweet","石原夏織 official","kaori_staff_","26797","1","47","0","205","3","2024-04-26 12:00:02","https://x.com/kaori_staff_/status/1783692486801813674","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#石原夏織, #Calm_Magic","https://animestore.docomo.ne.jp/animestore/CP/CP00001808","photo","https://pbs.twimg.com/media/GMAK3M4a4AAeqfM.jpg"
"1783420684678594943","【ファンクラブ】  

📽️MOVIE更新  

3rd Album Jacket Photo Behind Vol.4 を更新しました🦚
オフショットもお届け☺️

https://t.co/2YYPDRjdTa

（スタッフ） 

#石原夏織FC 
#handinhand 
#石原夏織
#Calm_Scene https://t.co/20zK4boYrG","ja","Tweet","石原夏織 official","kaori_staff_","12590","0","51","0","332","7","2024-04-25 18:00:00","https://x.com/kaori_staff_/status/1783420684678594943","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#石原夏織FC, #handinhand, #石原夏織, #Calm_Scene","https://ishiharakaori-fc.com/movie/","photo","https://pbs.twimg.com/media/GL_NgSnboAACswR.jpg
https://pbs.twimg.com/media/GL_NnmcbEAAdM5o.jpg
https://pbs.twimg.com/media/GL_NppQasAAswTJ.jpg
https://pbs.twimg.com/media/GL_NmjmbcAAjP_C.jpg"
"1783353912449458405","リアルサウンドさんでインタビュー載せていただいてます🤍

今回のアルバムで携わってくださった作曲家さん、作詞家さんからコメントいただいてます〜！！🫧

サプライズだったのでびっくり😭嬉しすぎます🌿

ぜひ読んでみてくださいね🥰夏織 https://t.co/RT3w4KTeUD","ja","Tweet","石原夏織 official","kaori_staff_","31554","9","99","1","699","16","2024-04-25 13:34:40","https://x.com/kaori_staff_/status/1783353912449458405","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","photo","https://pbs.twimg.com/media/GL--6J7aMAA9Yvp.jpg
https://pbs.twimg.com/media/GL--6J7a0AAscVL.jpg"
"1782967992076374058","石原夏織、アルバム『Calm Scene』で覗かせた新たな顔　楽曲提供陣16名からメッセージも

https://t.co/aA8RlLczQ2

#石原夏織 #Calm_Scene

 https://t.co/aA8RlLczQ2","ja","Quoted","Real Sound（リアルサウンド）","realsoundjp","57203","0","112","8","249","27","2024-04-24 12:01:09","https://x.com/realsoundjp/status/1782967992076374058","<a href=""http://realsound.jp/"" rel=""nofollow"">realsoundTweetBot</a>","#石原夏織, #Calm_Scene","https://realsound.jp/2024/04/post-1641263.html
https://realsound.jp/2024/04/post-1641263.html","",""
"1783330093991117149","リアルサウンド記事公開中です✨

#石原夏織『Calm Scene』で覗かせた新たな顔
楽曲提供陣16名からメッセージも

https://t.co/4nVpPLahQj

#石原夏織 
#Calm_Scene","ja","Tweet","石原夏織 official","kaori_staff_","14037","0","56","3","314","17","2024-04-25 12:00:01","https://x.com/kaori_staff_/status/1783330093991117149","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#石原夏織, #石原夏織, #Calm_Scene","https://realsound.jp/2024/04/post-1641263.html","",""
"1783144140940963895","❖━━━━━━
New Album「Calm Scene」
　　 ♥好評配信中♥
　　　　　　━━━━━━❖

▶LINE MUSIC
JPOP最新リリース／プレイリストIN
https://t.co/Uo1JqFNpXJ

@LINEMUSIC_JP 
#石原夏織 
#Calm_Scene","ja","Tweet","石原夏織 official","kaori_staff_","9079","0","17","0","116","0","2024-04-24 23:41:07","https://x.com/kaori_staff_/status/1783144140940963895","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#石原夏織, #Calm_Scene","https://music.line.me/webapp/playlist/upi7nLrdtfvhxjzl_n1p3rE-GrIyjSJTp3X3?ck=upi7nLrdtfvhxjzl_n1p3r5t7491obGeq6gA","",""
"1783144127439458707","❖━━━━━━
 New Album「Calm Scene」
　　  ♥好評配信中♥
　　　　　　 ━━━━━━❖

▶YouTube Music
Catch Up Japan／プレイリストIN
https://t.co/32WJazuByO

@YouTubeJapan 
#石原夏織
#Calm_Scene","ja","Tweet","石原夏織 official","kaori_staff_","8150","0","21","0","105","1","2024-04-24 23:41:03","https://x.com/kaori_staff_/status/1783144127439458707","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#石原夏織, #Calm_Scene","https://music.youtube.com/playlist?list=RDCLAK5uy_mAXn3wpcHWlmfjpC2nSXtCUOxUdCRUP2Q","",""
"1783144094895882445","❖━━━━━━
　New Album「Calm Scene」
　　　♥好評配信中♥
　　　　　　　━━━━━━❖

▶mora
TOPバナー展開＆
最新ハイレゾ総合ランキング4位

https://t.co/iOux8EIG5P

@mora_info 
#石原夏織
#Calm_Scene","ja","Tweet","石原夏織 official","kaori_staff_","9351","0","22","0","125","1","2024-04-24 23:40:56","https://x.com/kaori_staff_/status/1783144094895882445","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#石原夏織, #Calm_Scene","https://mora.jp/ranking?genre=hires&term=lrank24&month=curMonth&year=2023&period=yearly","",""
"1783105459249185054","【ファンクラブ】  

📝85BLOG更新🎧  

音楽制作担当85の「OUT NOW!!」を更新しました！💿

https://t.co/jzNKe3JGAJ

（スタッフ） 

#石原夏織FC 
#handinhand 
#石原夏織 https://t.co/6jVxVzrZTc","ja","Tweet","石原夏織 official","kaori_staff_","10368","0","43","2","177","2","2024-04-24 21:07:24","https://x.com/kaori_staff_/status/1783105459249185054","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#石原夏織FC, #handinhand, #石原夏織","https://ishiharakaori-fc.com/blog/","photo","https://pbs.twimg.com/media/GL7c0E4bAAAvtO-.png"
"1783088502856384936","『Calm Scene』発売記念
アクリルスタンドキーホルダーの販売が決定✨

3ポーズの衣装をご用意しております♪
受注販売になりますので、
この機会にぜひゲットしてください🌈（スタッフ）

https://t.co/Uk0ogUQG6T

#石原夏織
#Calm_Scene https://t.co/PxV3gZxf4J","ja","Tweet","石原夏織 official","kaori_staff_","12898","1","60","3","320","6","2024-04-24 20:00:01","https://x.com/kaori_staff_/status/1783088502856384936","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#石原夏織, #Calm_Scene","http://ishiharakaori.com/info/2924/#2924","photo","https://pbs.twimg.com/media/GL6sNxFbsAA_fdt.jpg
https://pbs.twimg.com/media/GL6sNxAaIAEUGJU.jpg
https://pbs.twimg.com/media/GL6sNxObUAANdyM.jpg"
"1783086349136035849","素敵に飾ってくださり
ありがとうございます🩵

ぜひみなさんも見に行ってみてくださいね🤍

むーちゃんもありがとね！🐶夏織","ja","Tweet","石原夏織 official","kaori_staff_","16763","8","59","0","319","4","2024-04-24 19:51:28","https://x.com/kaori_staff_/status/1783086349136035849","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","",""
"1783042525575708906","❖━━━━━━
New Album「Calm Scene」
  　　　本日発売🐶🐾
　　　　　　 ━━━━━━❖

ということで、広報担当のむー部長が
店舗挨拶にお邪魔させていただきました🐕✨

・AKIHABARAゲーマーズ本店様

孔雀さんにもご挨拶しましたよ🌱 （むー）

#石原夏織
#Calm_Scene https://t.co/1hzrM7dNSx","ja","Quoted","石原夏織 official","kaori_staff_","33102","8","79","5","375","5","2024-04-24 16:57:20","https://x.com/kaori_staff_/status/1783042525575708906","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#石原夏織, #Calm_Scene","","photo","https://pbs.twimg.com/media/GL6jn2AbcAAF8Pk.jpg
https://pbs.twimg.com/media/GL6jn2QbAAAartV.jpg
https://pbs.twimg.com/media/GL6jn2oaMAAsK_e.jpg
https://pbs.twimg.com/media/GL6jn3JbUAAherG.jpg"
"1783058549113069809","❖━━━━━━
　#石原夏織 2nd LIVE TOUR 2024
　　　　　「Calm Magic」
　　supported by dアニメストア
　　　　　　　　　　━━━━━━❖

グッズ付きチケットの巾着袋＆ハンカチセット
特典絵柄を公開✨（スタッフ）

https://t.co/JMdVrDtUIN

#Calm_Magic https://t.co/GZeLR9kxR4","ja","Tweet","石原夏織 official","kaori_staff_","12478","0","63","4","231","3","2024-04-24 18:01:00","https://x.com/kaori_staff_/status/1783058549113069809","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#石原夏織, #Calm_Magic","http://ishiharakaori.com/calmmagic","photo","https://pbs.twimg.com/media/GL6anxPbMAAuc-x.jpg"
"1783058297815240875","❖━━━━━━
 #石原夏織 2nd LIVE TOUR 2024
          「Calm Magic」
    supported by dアニメストア
　　　　　　　　　 ━━━━━━❖

dアニメストア会員限定抽選販売決定✨（スタッフ）
4/26(金) ～5/7(火) 23:59まで⏰

https://t.co/JMdVrDtmTf

#Calm_Magic https://t.co/sXHpBJyp7x","ja","Tweet","石原夏織 official","kaori_staff_","8931","0","36","2","207","4","2024-04-24 18:00:00","https://x.com/kaori_staff_/status/1783058297815240875","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#石原夏織, #Calm_Magic","http://ishiharakaori.com/calmmagic","photo","https://pbs.twimg.com/media/GL6TKbtbsAAcIcv.jpg"
"1783042793834951066","夏織ちゃんのサイン入りポスター掲示や、パネル展、抽選会なども開催していますよ˙꒳˙💞

・アニメイト秋葉原様
・アニメイト池袋本店様
・アニメイト渋谷様

ぜひ足を運んでみてくださいね🐾 （むー）

#石原夏織
#Calm_Scene https://t.co/MaQfLQ4epj","ja","Reply","石原夏織 official","kaori_staff_","7519","0","38","2","141","3","2024-04-24 16:58:24","https://x.com/kaori_staff_/status/1783042793834951066","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#石原夏織, #Calm_Scene","","photo","https://pbs.twimg.com/media/GL6j3leaMAAxIJk.jpg
https://pbs.twimg.com/media/GL6j3ltbEAAwrDn.jpg
https://pbs.twimg.com/media/GL6j3mQaQAA-qhY.jpg"
"1783034755065565188","#石原夏織 3rd Album
「Harmonia」MV公開記念🎉

みんなの好きなシーンをSpotifyのCanvas機能で表示しますので、投票で教えてください👂

Canvasとは・・・
楽曲再生時の背景で動画がループで流す機能です♥

5月1日までに、好きなシーンを教えてください♪（スタッフ）

https://t.co/GZgOnna8i8

#Calm_Scene","ja","Tweet","石原夏織 official","kaori_staff_","9439","0","30","1","142","12","2024-04-24 16:26:27","https://x.com/kaori_staff_/status/1783034755065565188","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#石原夏織, #Calm_Scene","https://youtu.be/WJBGYb2hlh8","",""
"1783010514328584636","3rd Album 「Calm Scene」の発売日です🤍
皆さん手にとっていただけましたでしょうか？🌿
心を込めて作らせていただきました🫧
皆さん聴いていただけたら嬉しいです！
ぜひ感想も教えてくださいね〜☺️✨夏織 https://t.co/ilx1WCNeVm","ja","Tweet","石原夏織 official","kaori_staff_","48377","34","209","4","1082","16","2024-04-24 14:50:08","https://x.com/kaori_staff_/status/1783010514328584636","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","photo","https://pbs.twimg.com/media/GL6Gmz_boAAF43W.jpg"
"1782951147621535923","❖━━━━━━
 New Album「Calm Scene」
　　 🌱配信スタート🌱
　　　　　 　 ━━━━━━❖

📲各音楽配信サイト
https://t.co/aRDoCZiMbQ

✅配信CP一覧 https://t.co/oFKV9uE33D

#石原夏織
#Calm_Scene https://t.co/UOCkotF7Ui","ja","Tweet","石原夏織 official","kaori_staff_","21006","0","72","2","416","21","2024-04-24 10:54:13","https://x.com/kaori_staff_/status/1782951147621535923","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#石原夏織, #Calm_Scene","https://lnk.to/CalmScene
http://ishiharakaori.com/info/2921/#2921","video","https://video.twimg.com/ext_tw_video/1782943465237827584/pu/vid/avc1/1280x720/bNLVQI1Q1Oy8BizD.mp4?tag=12"
"1782937503650967924","❖━━━━━━
New Album「Calm Scene」
  ✨✨本日発売です✨✨
　　　　　　 ━━━━━━❖

🎁法人別オリジナル特典 https://t.co/i94CK171aO

✅衣装展/抽選会/パネル展
https://t.co/vMJzBqBaok

#石原夏織 
#Calm_Scene https://t.co/Cc6dc4JkV5","ja","Tweet","石原夏織 official","kaori_staff_","48415","0","89","5","326","8","2024-04-24 10:00:00","https://x.com/kaori_staff_/status/1782937503650967924","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#石原夏織, #Calm_Scene","http://ishiharakaori.com/info/2888/#2888
http://ishiharakaori.com/info/2905/#2905","video","https://video.twimg.com/ext_tw_video/1782671239884218368/pu/vid/avc1/1280x720/JCVnm8jqQ6l3ZH39.mp4?tag=12"
"1782923351952183494","❖━━━━━━
　  New Album「Calm Scene」
🌱LINE MUSIC再生キャンペーン🌱
　　　　　　           ━━━━━━❖

https://t.co/3DfxUyUR73

💿対象曲
「Calm Scene」収録曲「Harmonia」

⏰応募期間
6月30日(日)23:59まで

✅応募条件
A賞：2,000回以上再生いただいた方抽選で10名様
B賞：1,000回以上再生いただいた方全員
C賞：300回以上再生いただいた方全員

🎁A賞
宛名＋石原夏織直筆サイン入りポスター
🎁B賞
応募者限定メッセージ動画（全員共通）
🎁C賞
スマホ用スペシャル壁紙(オフショット使用)","ja","Tweet","石原夏織 official","kaori_staff_","10104","0","39","1","163","7","2024-04-24 09:03:46","https://x.com/kaori_staff_/status/1782923351952183494","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","https://music.line.me/webapp/album/mb0000000003906647","photo","https://pbs.twimg.com/media/GL42nZvbYAA_cGY.jpg"
"1782789022688903611","❖━━━━━━
  New Album「Calm Scene」
　　  🌱配信スタート🌱
　　　　　　 　━━━━━━❖

📲各音楽配信サイト
https://t.co/aRDoCZiemi

📲配信CP一覧
https://t.co/oFKV9uDve5

#石原夏織 
#Calm_Scene https://t.co/XcNaNVY2bc","ja","Tweet","石原夏織 official","kaori_staff_","20990","0","119","5","428","3","2024-04-24 00:10:00","https://x.com/kaori_staff_/status/1782789022688903611","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#石原夏織, #Calm_Scene","https://lnk.to/CalmScene
http://ishiharakaori.com/info/2921/#2921","photo","https://pbs.twimg.com/media/GL1RkTfbQAA-bF_.jpg"
"1782789022382981161","❖━━━━━━
　New Album「Calm Scene」
　 「Harmonia」MV公開🌱
　　　　　　　━━━━━━❖

皆さんからの感想コメント
お待ちしています♪（スタッフ）

📺「Harmonia」Music Video
https://t.co/Z4sX8xwBOe

#石原夏織
#Calm_Scene https://t.co/EGBQ6aj1PT","ja","Tweet","石原夏織 official","kaori_staff_","63501","1","207","11","584","11","2024-04-24 00:10:00","https://x.com/kaori_staff_/status/1782789022382981161","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#石原夏織, #Calm_Scene","https://youtu.be/WJBGYb2hlh8","video","https://video.twimg.com/ext_tw_video/1782674222072074240/pu/vid/avc1/1280x720/lGMRaIg-jYkCIOAE.mp4?tag=12"
"1782771407690305588","❖━━━━━━
　 New Album「Calm Scene」
「Harmonia」MV公開まで1時間⌛
　　　　　　　　　　 ━━━━━━❖

みんなで一緒に視聴しましょう♥
コメントもよろしくお願いします♪（スタッフ）

📺「Harmonia」Music Video
https://t.co/Z4sX8xwBOe

#石原夏織 
#Calm_Scene https://t.co/BcNDphJbBP","ja","Tweet","石原夏織 official","kaori_staff_","13148","0","48","2","260","7","2024-04-23 23:00:00","https://x.com/kaori_staff_/status/1782771407690305588","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#石原夏織, #Calm_Scene","https://youtu.be/WJBGYb2hlh8","photo","https://pbs.twimg.com/media/GL1VFhba4AACaKV.jpg"
